state_region,city_tier,employment_type,monthly_income_inr,age,loan_amount_inr,loan_tenure_months,loan_purpose,existing_emis_inr,credit_score,prior_defaults,active_loans,bank_account_age_years,digital_payment_score,residential_status,collateral_type,dependents,delinquency_30dpd_last_12m,debt_to_income_pct,loan_to_income_ratio,defaulted
East,Tier 1,Self-employed,73100,21,198000,6,Two-wheeler,38400,737,0,0,2.6,63,Rented,Property,1,0,56.8,0.23,0
South,Tier 1,Gig/Contract,55600,32,332000,36,Consumer durable,14600,647,0,3,2.7,89,Owned,None,1,0,27.8,0.5,0
South,Tier 2,Salaried,81500,28,865000,6,Two-wheeler,26100,839,0,0,9.2,86,Rented,None,0,0,48.8,0.88,0
North,Tier 3/Rural,Business owner,72200,61,87000,36,Personal,12700,583,1,0,5.9,84,Owned,None,0,0,17.9,0.1,0
South,Tier 2,Salaried,40300,29,26000,48,Business,29800,529,0,0,8.8,68,Family owned,Vehicle,2,0,74.1,0.05,0
South,Tier 2,Business owner,38500,37,160000,48,Consumer durable,10600,732,0,1,9.6,45,Rented,Fixed deposit,2,1,28.4,0.35,0
South,Tier 1,Salaried,112500,37,153000,36,Home improvement,11500,763,0,2,5.2,64,Owned,Vehicle,1,0,10.6,0.11,0
North,Tier 3/Rural,Salaried,36000,21,164000,24,Medical,2200,732,0,1,7.0,61,Family owned,None,2,0,7.9,0.38,0
East,Tier 3/Rural,Salaried,63700,31,114000,18,Consumer durable,900,712,0,1,2.5,65,Rented,None,0,1,2.4,0.15,0
Central,Tier 1,Business owner,34200,40,368000,24,Business,10800,668,0,1,4.0,45,Owned,None,0,0,35.8,0.9,0
West,Tier 3/Rural,Salaried,15200,37,85000,12,Consumer durable,1900,787,0,2,5.0,62,Company provided,None,0,0,16.9,0.47,0
West,Tier 1,Business owner,21500,21,280000,36,Personal,7300,598,0,2,6.0,14,Family owned,None,0,1,37.4,1.09,0
Central,Tier 3/Rural,Salaried,52700,30,316000,6,Medical,22400,557,1,0,2.2,62,Rented,None,4,2,52.0,0.5,0
Northeast,Tier 3/Rural,Salaried,62000,46,257000,24,Medical,9000,625,0,2,5.1,69,Family owned,None,1,2,16.2,0.35,0
West,Tier 2,Salaried,52800,42,287000,24,Consumer durable,2000,786,0,3,3.5,53,Rented,None,0,0,5.9,0.45,0
Central,Metro,Salaried,79200,48,387000,36,Education,43300,693,0,0,16.9,62,Rented,Vehicle,3,0,56.0,0.41,0
Central,Tier 2,Business owner,52300,26,216000,18,Home improvement,8500,733,0,3,6.2,70,Owned,None,1,0,18.4,0.34,0
East,Metro,Salaried,27500,49,167000,24,Personal,10800,748,0,1,8.8,85,Owned,None,1,0,41.7,0.51,0
South,Tier 3/Rural,Self-employed,58500,36,287000,24,Business,6700,782,0,0,8.8,86,Rented,Gold,1,0,13.4,0.41,0
North,Tier 1,Self-employed,46300,52,309000,60,Two-wheeler,2400,698,0,0,6.4,72,Rented,Fixed deposit,0,0,6.2,0.56,0
North,Tier 2,Self-employed,30700,36,373000,36,Business,8400,780,0,0,7.5,66,Family owned,Vehicle,0,0,30.6,1.01,0
South,Tier 3/Rural,Self-employed,54700,21,69000,18,Business,11000,632,1,1,7.1,73,Rented,Gold,2,1,20.8,0.11,0
West,Metro,Business owner,44100,44,185000,48,Two-wheeler,11500,765,0,3,7.1,99,Rented,Vehicle,1,1,26.9,0.35,0
South,Tier 1,Self-employed,30200,32,105000,6,Personal,2700,790,1,1,12.0,76,Family owned,Gold,0,0,14.4,0.29,0
West,Tier 2,Self-employed,38300,32,301000,18,Two-wheeler,3400,762,0,1,6.0,72,Company provided,Gold,3,0,13.0,0.65,0
West,Tier 1,Self-employed,91800,21,335000,12,Business,49800,593,0,1,3.4,86,Owned,None,0,2,57.1,0.3,0
East,Metro,Self-employed,90200,52,175000,24,Business,45200,872,0,6,9.0,68,Family owned,Gold,1,1,50.9,0.16,0
North,Metro,Salaried,46800,31,130000,36,Home improvement,8000,783,0,1,2.9,52,Family owned,None,0,0,17.8,0.23,0
North,Tier 1,Self-employed,43500,52,308000,24,Personal,1300,777,0,1,5.5,75,Owned,None,0,0,5.8,0.59,0
East,Tier 2,Salaried,19200,32,192000,48,Medical,1600,696,0,1,4.4,70,Rented,None,2,0,10.3,0.83,0
Central,Tier 2,Gig/Contract,108600,27,528000,24,Business,12900,730,0,2,5.2,63,Owned,None,0,1,13.8,0.41,0
Northeast,Metro,Unemployed,74600,49,662000,12,Personal,27900,523,0,0,7.8,77,Rented,None,0,0,44.4,0.74,0
Central,Tier 1,Business owner,63800,35,400000,24,Two-wheeler,10100,869,0,2,7.4,34,Rented,Gold,2,0,18.3,0.52,0
Central,Tier 1,Gig/Contract,12100,35,243000,36,Education,2400,770,0,1,5.2,57,Rented,None,3,0,25.1,1.67,0
South,Tier 1,Self-employed,43200,23,685000,24,Two-wheeler,5300,669,0,0,4.0,51,Family owned,None,2,1,18.5,1.32,0
South,Tier 2,Gig/Contract,39300,31,244000,24,Personal,2900,768,0,2,9.8,53,Rented,None,0,0,9.8,0.52,0
South,Tier 1,Salaried,61400,40,153000,24,Personal,25100,774,0,1,8.1,64,Rented,None,1,0,41.9,0.21,0
West,Tier 2,Self-employed,32900,23,135000,24,Personal,22900,659,0,1,2.2,51,Family owned,Gold,1,0,71.2,0.34,0
Central,Tier 3/Rural,Salaried,37100,31,132000,18,Personal,17200,737,0,3,2.4,97,Company provided,None,1,0,48.2,0.3,0
South,Tier 2,Salaried,59300,32,208000,48,Two-wheeler,12200,738,0,1,4.3,75,Family owned,None,1,0,21.3,0.29,0
West,Tier 2,Unemployed,27600,37,282000,12,Medical,7900,579,0,4,1.6,53,Owned,None,2,2,36.7,0.85,1
South,Metro,Business owner,30800,51,83000,6,Education,1100,666,0,2,2.6,36,Owned,None,4,1,7.8,0.22,0
North,Metro,Self-employed,46900,33,156000,36,Education,6200,768,0,0,6.6,56,Owned,None,3,1,14.1,0.28,0
North,Metro,Salaried,88100,29,240000,48,Business,8000,741,0,1,7.4,61,Rented,None,1,0,9.6,0.23,0
North,Tier 2,Self-employed,65800,63,318000,36,Business,15900,715,1,1,5.4,56,Owned,Gold,3,3,25.4,0.4,0
Northeast,Tier 3/Rural,Salaried,76200,32,205000,24,Personal,11200,690,0,1,5.4,100,Family owned,Property,1,1,15.8,0.22,0
South,Metro,Gig/Contract,43700,34,245000,84,Personal,9300,741,0,3,4.4,37,Rented,Gold,3,0,21.9,0.47,0
East,Metro,Unemployed,96000,32,93000,24,Personal,16200,548,0,1,3.8,68,Rented,None,2,1,17.3,0.08,0
West,Tier 1,Salaried,16200,33,116000,24,Business,400,779,0,1,8.6,65,Owned,None,2,0,5.3,0.6,0
North,Tier 2,Salaried,128300,37,201000,36,Education,20400,669,0,0,9.0,63,Rented,Vehicle,1,0,16.3,0.13,0
North,Tier 2,Salaried,137800,45,291000,24,Two-wheeler,8100,722,0,1,5.3,32,Rented,None,2,1,6.7,0.18,0
East,Tier 2,Salaried,54200,40,243000,24,Business,9000,824,0,1,2.7,66,Family owned,Property,2,0,18.4,0.37,0
South,Tier 3/Rural,Salaried,66700,47,120000,84,Consumer durable,21700,714,0,1,3.8,70,Owned,None,2,0,32.7,0.15,0
Central,Tier 1,Salaried,41300,46,179000,12,Two-wheeler,5700,573,1,0,5.6,80,Family owned,None,2,0,17.2,0.36,0
North,Tier 2,Salaried,37600,38,558000,12,Education,9000,813,0,3,5.3,76,Owned,None,0,0,35.7,1.24,0
West,Tier 2,Salaried,30200,40,298000,24,Education,3400,794,0,2,8.2,89,Owned,Property,2,0,15.2,0.82,0
East,Tier 1,Salaried,41100,47,188000,24,Home improvement,1200,729,0,0,3.7,30,Company provided,Fixed deposit,0,0,4.7,0.38,0
North,Tier 3/Rural,Gig/Contract,57300,25,107000,36,Home improvement,8500,655,0,0,7.6,63,Owned,Property,0,0,15.3,0.16,0
South,Metro,Salaried,53200,61,131000,60,Home improvement,3600,593,0,0,5.7,100,Owned,None,2,1,7.2,0.21,0
Northeast,Tier 2,Business owner,125800,31,210000,36,Personal,9700,757,1,3,16.5,86,Rented,Vehicle,1,3,8.2,0.14,0
South,Tier 2,Salaried,44600,32,250000,84,Education,2600,685,0,1,5.5,41,Rented,None,0,0,6.5,0.47,0
South,Tier 3/Rural,Salaried,18600,24,302000,12,Medical,5000,636,0,2,3.9,69,Owned,None,0,0,39.7,1.35,0
South,Tier 2,Salaried,104200,24,269000,12,Two-wheeler,46400,777,0,0,11.7,48,Owned,Gold,1,0,46.6,0.22,0
South,Tier 1,Gig/Contract,21600,46,164000,18,Consumer durable,11300,652,0,0,5.3,59,Owned,Fixed deposit,4,0,56.3,0.63,0
East,Tier 3/Rural,Salaried,31000,59,150000,48,Two-wheeler,2600,779,0,1,7.4,100,Rented,None,2,0,9.3,0.4,0
East,Tier 2,Self-employed,49000,30,791000,12,Education,3600,797,0,0,1.8,84,Owned,None,3,1,20.1,1.35,0
South,Tier 2,Salaried,53100,39,146000,12,Education,16000,621,0,1,10.3,40,Family owned,None,1,1,32.3,0.23,0
East,Tier 2,Unemployed,19100,38,90000,24,Education,4800,595,0,2,3.8,53,Family owned,None,1,1,27.0,0.39,0
North,Tier 1,Salaried,28000,46,72000,18,Medical,5800,714,0,2,2.9,67,Owned,None,0,1,22.1,0.21,0
North,Tier 2,Salaried,18700,58,166000,36,Personal,5000,662,0,2,9.2,62,Rented,Vehicle,1,0,29.1,0.74,0
West,Tier 3/Rural,Business owner,59400,51,385000,60,Business,22600,642,0,0,3.6,73,Owned,None,3,0,39.1,0.54,0
Northeast,Tier 1,Salaried,80900,34,144000,12,Business,11700,726,0,0,3.2,53,Owned,Gold,1,0,15.9,0.15,0
North,Tier 2,Salaried,21500,41,546000,24,Medical,4000,857,0,1,2.6,60,Owned,None,1,0,28.7,2.12,1
North,Tier 3/Rural,Gig/Contract,73000,42,208000,12,Business,8000,593,0,0,4.3,53,Family owned,None,2,1,13.2,0.24,0
West,Tier 3/Rural,Salaried,70400,36,430000,12,Consumer durable,6000,566,1,3,3.6,60,Rented,None,2,1,13.4,0.51,0
East,Tier 3/Rural,Salaried,29400,25,128000,18,Medical,13400,833,1,2,8.6,80,Rented,None,2,0,47.9,0.36,0
North,Tier 1,Salaried,14200,28,129000,24,Two-wheeler,3400,795,0,0,3.7,72,Rented,Gold,1,0,27.5,0.76,0
South,Tier 3/Rural,Salaried,23400,47,222000,24,Medical,2900,513,1,2,4.2,54,Family owned,Gold,4,0,16.1,0.79,0
East,Metro,Business owner,30400,49,286000,36,Consumer durable,6900,731,0,3,4.0,87,Owned,Property,1,0,25.2,0.78,1
South,Tier 2,Self-employed,98500,34,186000,48,Personal,24300,786,0,1,7.8,86,Owned,None,1,0,25.0,0.16,0
North,Tier 1,Self-employed,39500,39,253000,12,Business,4700,834,0,1,9.0,67,Company provided,Gold,3,1,17.0,0.53,0
North,Tier 3/Rural,Salaried,24300,48,306000,36,Two-wheeler,2300,857,0,2,5.6,62,Owned,Property,4,0,12.8,1.05,0
South,Tier 3/Rural,Self-employed,45800,21,83000,36,Business,1100,784,0,1,5.5,99,Rented,None,4,0,2.9,0.15,0
South,Tier 2,Self-employed,20700,32,167000,6,Personal,2500,698,1,1,6.1,96,Rented,Property,2,1,24.9,0.67,0
Central,Tier 2,Salaried,56000,56,149000,18,Home improvement,4100,656,0,0,6.4,40,Rented,Fixed deposit,3,0,8.7,0.22,0
West,Tier 1,Business owner,24600,39,154000,6,Two-wheeler,6900,687,0,0,8.2,88,Owned,Vehicle,1,1,38.0,0.52,0
West,Tier 2,Self-employed,26700,25,272000,12,Business,4500,614,0,3,7.9,98,Owned,Gold,3,2,24.9,0.85,0
Northeast,Tier 2,Gig/Contract,51900,37,151000,18,Personal,27700,801,0,0,0.5,79,Rented,Vehicle,2,0,54.9,0.24,0
South,Metro,Salaried,110500,46,57000,12,Business,42700,710,0,1,3.1,59,Rented,None,1,1,39.1,0.05,0
South,Tier 2,Salaried,141300,21,179000,60,Education,16200,743,0,1,1.4,61,Family owned,Gold,1,0,11.7,0.11,0
Central,Tier 3/Rural,Gig/Contract,23800,38,105000,60,Business,8000,858,0,0,6.6,98,Family owned,Fixed deposit,2,0,34.3,0.37,0
South,Tier 2,Gig/Contract,30400,32,289000,24,Two-wheeler,10800,711,0,3,2.5,82,Family owned,None,1,1,39.3,0.79,0
East,Tier 3/Rural,Salaried,56000,21,353000,36,Personal,11000,824,0,1,7.3,77,Company provided,Vehicle,4,1,21.3,0.53,0
East,Tier 1,Salaried,80200,37,51000,84,Education,22000,799,0,0,6.3,100,Family owned,None,3,0,27.5,0.05,0
North,Tier 2,Gig/Contract,12800,35,126000,24,Consumer durable,1300,739,0,2,5.5,49,Owned,None,3,1,14.1,0.82,0
South,Metro,Salaried,44300,36,263000,24,Personal,4200,534,1,1,4.9,65,Rented,Gold,1,1,11.8,0.49,0
North,Tier 1,Salaried,32300,33,84000,36,Business,1900,826,0,0,8.9,70,Rented,Vehicle,2,0,6.6,0.22,0
North,Tier 1,Self-employed,14600,26,348000,60,Personal,900,788,0,2,7.6,63,Rented,Gold,2,0,9.9,1.99,0
South,Tier 1,Salaried,20200,21,413000,48,Home improvement,1100,676,0,0,2.9,34,Owned,Vehicle,1,1,9.5,1.7,0
South,Metro,Salaried,30900,29,188000,6,Personal,2300,765,0,2,6.5,85,Rented,None,0,1,17.1,0.51,0
East,Tier 2,Salaried,43600,45,126000,36,Education,3700,821,0,1,6.0,53,Rented,Property,2,1,9.2,0.24,0
Central,Tier 1,Business owner,73500,38,47000,18,Two-wheeler,5100,690,0,0,10.4,53,Rented,Gold,1,2,7.3,0.05,0
East,Tier 1,Salaried,51300,35,355000,18,Personal,500,697,0,1,11.3,61,Family owned,Vehicle,0,0,4.6,0.58,0
South,Tier 1,Self-employed,71100,26,768000,24,Two-wheeler,8400,647,0,0,5.7,63,Rented,None,0,1,16.1,0.9,0
South,Tier 2,Unemployed,42800,32,671000,36,Two-wheeler,2500,407,1,1,15.8,65,Rented,None,1,2,10.0,1.31,0
South,Tier 1,Self-employed,28600,43,184000,12,Education,2400,613,1,1,3.6,84,Rented,Property,2,1,13.5,0.54,0
North,Tier 1,Self-employed,38100,41,103000,18,Consumer durable,14900,617,1,2,2.1,88,Rented,None,0,2,40.5,0.23,1
Northeast,Tier 2,Self-employed,61900,31,360000,36,Education,8900,858,0,1,11.9,62,Owned,None,2,0,15.9,0.48,0
South,Metro,Salaried,74500,21,192000,12,Consumer durable,18400,675,0,2,3.3,56,Rented,Vehicle,3,0,26.7,0.21,0
North,Tier 3/Rural,Self-employed,38900,29,285000,48,Education,2000,762,0,0,2.2,65,Rented,Vehicle,2,0,6.6,0.61,0
Central,Metro,Business owner,25300,31,254000,24,Personal,4900,737,0,2,3.4,51,Rented,Vehicle,2,0,23.3,0.84,0
South,Tier 1,Gig/Contract,50700,27,222000,24,Personal,23700,681,0,1,4.2,66,Owned,Vehicle,1,1,48.5,0.36,0
North,Metro,Salaried,54900,32,408000,12,Two-wheeler,2000,620,0,1,1.5,50,Company provided,Property,1,0,9.5,0.62,0
North,Tier 2,Salaried,83100,44,418000,60,Two-wheeler,30500,648,0,1,4.7,100,Family owned,None,2,0,37.5,0.42,0
West,Tier 1,Business owner,29000,36,149000,60,Medical,4300,871,0,3,3.9,69,Rented,Gold,3,0,15.6,0.43,0
East,Tier 3/Rural,Salaried,29200,46,115000,12,Business,9700,801,0,2,5.9,57,Owned,Vehicle,3,1,36.3,0.33,0
North,Tier 1,Business owner,64000,21,41000,36,Business,19800,742,0,1,1.0,80,Rented,Gold,1,1,31.1,0.05,0
Central,Tier 2,Salaried,33700,33,167000,48,Education,12900,717,0,1,4.9,45,Family owned,None,1,1,39.3,0.41,0
Central,Tier 1,Gig/Contract,32900,21,103000,12,Two-wheeler,10900,759,0,0,17.4,54,Rented,None,2,0,35.6,0.26,0
Central,Metro,Gig/Contract,84100,32,274000,24,Business,10800,694,0,2,9.5,75,Family owned,Gold,4,0,14.1,0.27,0
North,Tier 1,Self-employed,19800,26,168000,48,Personal,3900,704,0,3,2.3,69,Family owned,Vehicle,4,0,21.4,0.71,0
North,Tier 2,Salaried,130700,49,180000,24,Personal,4900,608,1,0,3.6,86,Rented,Gold,4,0,4.3,0.11,0
Central,Tier 1,Business owner,30100,40,354000,60,Two-wheeler,5900,720,0,1,4.3,18,Rented,Vehicle,1,1,21.5,0.98,0
South,Tier 3/Rural,Salaried,68000,46,271000,6,Personal,28500,681,0,1,11.7,82,Rented,Vehicle,3,0,48.2,0.33,0
West,Tier 2,Salaried,39700,32,194000,60,Business,17700,660,0,3,4.8,57,Rented,None,0,0,45.4,0.41,0
East,Tier 3/Rural,Self-employed,49000,26,625000,84,Personal,9000,773,0,1,4.3,46,Rented,Gold,0,0,19.8,1.06,0
North,Tier 1,Salaried,36500,25,338000,12,Personal,22000,709,0,2,2.5,36,Family owned,Gold,2,0,67.6,0.77,0
East,Tier 3/Rural,Self-employed,67600,39,159000,24,Consumer durable,21800,484,1,0,4.3,57,Owned,None,0,0,33.2,0.2,0
Central,Tier 2,Salaried,34900,54,164000,36,Consumer durable,2100,696,0,1,4.7,96,Owned,None,1,0,7.3,0.39,0
East,Tier 2,Salaried,30800,40,349000,60,Education,2400,808,0,1,6.2,84,Owned,Gold,0,0,9.6,0.94,0
South,Tier 3/Rural,Business owner,114400,32,238000,12,Education,51000,758,0,1,3.3,96,Family owned,Vehicle,0,0,46.2,0.17,0
Central,Tier 2,Salaried,42900,34,101000,18,Home improvement,1100,583,0,2,2.6,65,Rented,None,1,0,3.8,0.2,0
West,Tier 3/Rural,Salaried,29100,36,374000,48,Personal,9200,787,0,0,2.5,69,Rented,None,2,0,34.2,1.07,0
East,Tier 2,Self-employed,18600,56,473000,24,Education,4800,710,0,0,9.7,39,Rented,None,1,0,35.9,2.12,1
East,Metro,Business owner,117700,48,450000,36,Personal,8900,778,0,0,10.6,39,Rented,Vehicle,2,0,8.6,0.32,0
East,Tier 2,Self-employed,31100,39,570000,24,Two-wheeler,23500,831,0,1,9.8,64,Family owned,Gold,2,0,82.8,1.53,0
South,Tier 2,Gig/Contract,131100,37,802000,84,Consumer durable,17100,648,0,1,4.4,42,Company provided,None,0,1,13.7,0.51,0
North,Tier 3/Rural,Salaried,52500,39,643000,12,Home improvement,7200,582,0,1,9.5,52,Family owned,Property,3,1,23.4,1.02,0
North,Tier 3/Rural,Salaried,45600,41,261000,60,Consumer durable,7600,860,0,4,8.7,68,Family owned,None,0,0,17.6,0.48,0
West,Metro,Business owner,46300,32,183000,24,Home improvement,12100,576,0,0,7.2,90,Owned,None,3,0,27.7,0.33,0
West,Metro,Business owner,142700,28,64000,60,Business,77500,685,0,2,4.6,67,Owned,None,4,0,54.4,0.05,0
West,Metro,Self-employed,12600,46,210000,12,Home improvement,600,850,0,0,7.2,43,Rented,Vehicle,3,0,18.0,1.39,0
South,Tier 2,Self-employed,47500,36,293000,36,Business,10400,683,0,0,2.3,34,Rented,Vehicle,2,0,23.5,0.51,0
East,Metro,Salaried,36500,45,215000,48,Education,9000,652,0,2,9.0,69,Owned,None,2,1,25.8,0.49,0
Central,Tier 2,Salaried,37500,52,61000,48,Two-wheeler,2400,719,0,2,1.2,56,Family owned,Vehicle,0,0,6.7,0.14,0
South,Tier 2,Business owner,45800,41,173000,6,Education,10000,721,0,1,4.6,69,Owned,Vehicle,4,0,27.8,0.31,0
East,Tier 3/Rural,Gig/Contract,36400,40,318000,24,Personal,5200,635,0,0,5.1,63,Owned,Property,0,1,17.7,0.73,0
West,Tier 1,Salaried,46800,65,107000,12,Education,2300,564,1,1,4.5,66,Owned,Property,2,1,6.7,0.19,0
West,Tier 2,Salaried,41600,38,233000,12,Personal,17400,848,0,1,9.1,89,Family owned,Vehicle,1,0,46.3,0.47,0
North,Metro,Salaried,20500,25,277000,36,Business,8000,449,1,3,2.4,86,Family owned,None,3,5,42.6,1.13,1
East,Tier 3/Rural,Salaried,52000,33,432000,60,Personal,10600,653,1,1,3.0,74,Rented,None,2,0,21.7,0.69,0
Northeast,Metro,Gig/Contract,62600,52,636000,36,Two-wheeler,7100,660,0,1,5.9,51,Family owned,Property,1,0,14.0,0.85,0
East,Metro,Self-employed,31300,23,163000,12,Education,5800,811,0,2,1.9,57,Family owned,Gold,0,1,22.7,0.43,0
Central,Metro,Salaried,117900,28,235000,12,Personal,2700,794,0,0,4.3,81,Rented,None,3,0,3.9,0.17,0
Northeast,Tier 3/Rural,Self-employed,88000,47,240000,24,Consumer durable,38000,760,0,0,12.3,90,Family owned,Property,4,0,44.3,0.23,0
South,Metro,Unemployed,67100,33,319000,12,Education,3600,708,0,0,8.9,44,Owned,Property,0,1,9.1,0.4,0
West,Tier 2,Salaried,66700,35,296000,48,Two-wheeler,9700,786,1,2,13.5,94,Rented,Vehicle,2,0,15.4,0.37,0
South,Tier 2,Salaried,42900,47,528000,12,Personal,11000,678,0,0,5.6,53,Owned,Property,2,0,35.4,1.03,0
Northeast,Tier 2,Self-employed,79000,29,46000,12,Medical,43200,663,0,1,9.3,79,Rented,None,1,0,55.1,0.05,0
North,Metro,Salaried,100100,21,274000,36,Business,33200,767,0,0,9.6,100,Rented,Vehicle,0,1,33.9,0.23,0
South,Metro,Self-employed,65800,22,287000,12,Two-wheeler,19100,431,1,2,2.0,38,Owned,Fixed deposit,2,4,32.5,0.36,1
Central,Tier 1,Self-employed,30800,42,179000,24,Personal,12700,608,0,0,3.8,76,Rented,None,0,0,43.5,0.48,1
South,Metro,Salaried,41300,39,48000,24,Home improvement,7600,562,0,1,4.5,61,Rented,None,3,1,18.9,0.1,0
East,Tier 2,Salaried,57800,29,201000,12,Consumer durable,14200,764,0,0,17.7,75,Rented,Vehicle,1,0,27.3,0.29,0
South,Tier 1,Business owner,66900,24,132000,24,Two-wheeler,13800,547,0,1,10.6,56,Owned,None,2,1,21.4,0.16,0
Northeast,Tier 1,Salaried,40400,33,622000,24,Personal,22700,680,0,3,2.7,22,Owned,None,1,0,62.3,1.28,0
Central,Metro,Self-employed,30900,47,267000,36,Personal,10100,471,0,0,13.0,53,Rented,None,2,0,35.0,0.72,0
South,Tier 2,Self-employed,100800,28,125000,12,Personal,8900,715,0,0,4.2,73,Family owned,None,0,1,9.8,0.1,0
East,Metro,Business owner,23400,29,55000,18,Home improvement,13000,752,0,0,7.8,91,Family owned,None,1,1,56.8,0.2,0
South,Tier 2,Gig/Contract,25100,24,307000,36,Consumer durable,2100,599,1,0,4.6,74,Owned,Property,2,0,11.6,1.02,0
West,Metro,Business owner,20300,32,329000,6,Consumer durable,1200,838,0,0,1.3,94,Family owned,Gold,2,0,31.6,1.35,0
West,Tier 3/Rural,Self-employed,25100,39,182000,12,Home improvement,10900,813,0,3,13.1,58,Rented,Vehicle,2,0,49.2,0.6,0
East,Tier 2,Salaried,83800,57,309000,18,Personal,25700,669,0,2,9.9,57,Company provided,None,0,0,32.6,0.31,0
North,Metro,Salaried,85300,38,167000,12,Consumer durable,21800,521,1,0,4.9,73,Owned,None,0,1,27.1,0.16,0
North,Metro,Salaried,40500,35,418000,6,Two-wheeler,9100,766,0,1,7.1,60,Rented,None,1,1,38.8,0.86,0
East,Tier 1,Salaried,55400,45,398000,84,Two-wheeler,19500,800,0,0,3.8,87,Rented,Vehicle,0,0,36.0,0.6,0
West,Metro,Salaried,41900,43,72000,24,Business,12900,715,0,1,3.5,42,Owned,Fixed deposit,1,0,31.5,0.14,0
West,Metro,Salaried,21900,30,84000,24,Personal,2800,610,0,4,9.8,83,Owned,None,0,0,14.3,0.32,0
North,Tier 3/Rural,Salaried,142900,59,783000,18,Medical,67500,714,1,2,9.1,89,Owned,Fixed deposit,2,1,50.1,0.46,0
South,Tier 2,Salaried,89900,36,383000,6,Consumer durable,39900,705,0,0,15.4,74,Rented,None,0,1,51.1,0.36,0
Central,Metro,Salaried,51300,38,92000,36,Home improvement,6800,738,0,1,9.2,83,Rented,None,1,0,13.7,0.15,0
North,Tier 2,Gig/Contract,26400,42,75000,36,Home improvement,10000,487,0,1,7.0,55,Family owned,Vehicle,2,1,38.6,0.24,0
South,Tier 1,Self-employed,37300,39,239000,84,Two-wheeler,7900,740,0,2,9.4,52,Owned,None,3,1,21.9,0.53,0
Northeast,Tier 3/Rural,Gig/Contract,28800,51,99000,6,Personal,10100,723,0,2,7.5,73,Family owned,Property,2,0,40.5,0.29,0
North,Metro,Self-employed,44500,30,170000,12,Home improvement,1400,687,0,1,7.9,54,Rented,None,0,0,6.2,0.32,0
East,Tier 2,Business owner,50000,44,203000,36,Business,23100,690,0,1,8.8,72,Company provided,Vehicle,2,0,47.3,0.34,0
South,Tier 2,Gig/Contract,35000,38,197000,18,Consumer durable,3000,683,0,1,9.7,72,Owned,None,1,1,11.5,0.47,0
Central,Metro,Salaried,19000,46,435000,6,Personal,2200,763,0,0,5.4,66,Family owned,None,2,0,47.8,1.91,0
East,Metro,Unemployed,136300,34,689000,18,Two-wheeler,34300,521,1,2,1.1,72,Family owned,None,3,0,27.8,0.42,0
Central,Tier 1,Salaried,48100,32,153000,12,Two-wheeler,7800,658,1,1,5.6,78,Family owned,Property,2,2,18.7,0.27,0
North,Tier 3/Rural,Self-employed,54200,43,100000,48,Business,14800,649,0,0,3.0,65,Family owned,Gold,4,0,27.7,0.15,0
West,Tier 2,Gig/Contract,33400,40,269000,48,Home improvement,2700,679,0,1,11.1,58,Rented,Gold,1,0,9.7,0.67,0
East,Tier 2,Salaried,17900,28,603000,36,Consumer durable,4300,793,0,0,12.5,82,Family owned,None,1,0,32.9,2.81,0
South,Tier 3/Rural,Self-employed,40300,49,161000,24,Two-wheeler,9300,652,0,3,3.2,72,Rented,None,0,1,24.7,0.33,1
North,Tier 3/Rural,Salaried,35300,43,363000,36,Education,13000,839,0,0,4.6,75,Rented,None,0,0,39.5,0.86,0
North,Tier 1,Salaried,62300,35,121000,36,Personal,1300,788,0,3,5.2,77,Company provided,Vehicle,0,0,2.6,0.16,0
Northeast,Tier 2,Salaried,69400,31,212000,48,Personal,12900,622,0,2,3.3,70,Owned,None,3,0,19.2,0.25,0
East,Tier 2,Salaried,64300,40,98000,24,Two-wheeler,14000,610,0,0,7.5,61,Rented,None,1,0,22.4,0.13,0
West,Tier 1,Salaried,72700,43,210000,60,Business,8500,766,0,0,2.4,56,Family owned,Gold,4,1,12.1,0.24,0
East,Tier 3/Rural,Self-employed,113800,21,194000,18,Education,6200,556,1,1,6.6,65,Owned,Gold,3,2,6.3,0.14,0
West,Metro,Self-employed,52300,40,310000,36,Two-wheeler,11400,811,0,0,9.0,76,Owned,None,2,0,23.4,0.49,0
South,Metro,Salaried,77200,43,664000,48,Business,7000,701,0,2,8.0,77,Owned,None,3,0,10.8,0.72,0
South,Tier 3/Rural,Self-employed,55400,21,162000,60,Medical,8000,623,1,1,7.7,70,Family owned,None,1,1,14.9,0.24,0
West,Tier 1,Salaried,14800,38,57000,60,Personal,3400,710,0,1,3.6,73,Family owned,Vehicle,3,0,23.6,0.32,0
North,Metro,Salaried,38800,43,183000,24,Two-wheeler,1000,747,0,2,12.2,47,Owned,None,2,0,4.4,0.39,0
Central,Metro,Gig/Contract,26200,42,254000,36,Business,18000,783,0,4,10.5,59,Rented,Gold,2,0,71.3,0.81,0
East,Tier 2,Business owner,47900,44,238000,18,Home improvement,13500,725,0,1,4.5,79,Rented,None,2,0,30.8,0.41,0
South,Tier 3/Rural,Salaried,27300,33,189000,36,Medical,3800,803,0,1,8.5,52,Rented,Property,3,0,15.7,0.58,0
West,Metro,Salaried,58900,26,550000,12,Personal,12200,485,1,2,4.1,70,Rented,Fixed deposit,3,1,28.1,0.78,0
